Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
 1815    41.624    94.858    94.858   171.638    17.650   158.063     0.592   243.542     9.025     0.209     0.307     0.059  1017.542
 1817    41.602    94.682    94.682   171.431    14.080   174.438     0.606   217.865     9.608     0.226     0.219     0.068  1029.757
 1819    41.835    95.147    95.147   172.089    14.552   187.779     0.615   265.858     9.930     0.178     0.181     0.134  1054.723
 1820    42.040    94.374    94.374   171.364    18.425   137.117     0.567   245.017     9.679     0.116     0.227     0.141  1047.588
 1821    42.825    94.963    94.963   172.505    18.347   202.018     0.577   270.393     9.262     0.013     0.260     0.369  1051.300
 1822    40.016    95.761    95.761   171.647    15.133   100.391     0.622   217.747    10.163     0.101     0.246     0.168  1061.559
 1823    41.995    94.647    94.647   171.637    16.822   114.560     0.560   208.579    10.198     0.198     0.269     0.208  1094.605
 1825    42.442    94.753    94.753   172.034    17.125   186.280     0.583   256.533     9.466     0.076     0.240     0.265  1051.051
 1826    42.045    94.849    94.849   171.892    19.930   138.134     0.547   202.041    10.377     0.115     0.468     0.376  1003.329
 1827    41.853    95.065    95.065   172.010    12.495   139.194     0.603   242.440    10.226     0.155     0.137     0.039  1148.278
 1829    41.844    94.946    94.946   171.873    15.692   155.029     0.590   257.667     9.967     0.178     0.247     0.238  1044.341
 1830    41.553    94.919    94.919   171.662    15.294   132.439     0.590   276.858     9.542     0.029     0.235     0.077  1046.224
 1831    42.521    94.655    94.655   171.977    18.060   160.007     0.556   214.891     9.127     0.072     0.406     0.408  1051.198
 1832    42.779    94.750    94.750   172.243    16.806   134.534     0.544   300.236     9.951     0.104     0.310     0.210  1018.577
 1834    42.128    94.643    94.643   171.716    16.474   160.117     0.582   248.504     9.681     0.108     0.236     0.201  1056.008
 1835    40.192    96.007    96.007   172.028    19.138   110.594     0.620   232.487    10.983     0.148     0.423     0.275  1054.578
 1837    41.054    95.182    95.182   171.643    17.391   132.622     0.603   231.814    10.357     0.127     0.331     0.222  1059.241
 1839    42.099    94.951    94.951   172.038    15.207   133.917     0.576   326.114     9.691     0.214     0.174     0.147  1037.716
 1841    41.766    94.556    94.556   171.393    17.610   143.544     0.573   217.084    10.121     0.116     0.345     0.261  1026.861
 1843    41.675    94.843    94.843   171.653    15.576   150.998     0.592   241.103     9.952     0.156     0.237     0.199  1050.055
 1844    40.051    96.234    96.234   172.195    15.539   115.677     0.620   237.812     9.924     0.157     0.145     0.473  1002.405
 1845    42.634    94.606    94.606   171.992    11.128   207.362     0.604   232.259    10.368     0.174     0.248     0.026  1081.041
 1846    40.591    95.537    95.537   171.751    14.782   159.040     0.638   217.250    10.541     0.189     0.363     0.025  1038.697
 1848    41.798    95.173    95.173   172.095    15.496   175.361     0.604   244.349     9.825     0.118     0.304     0.249  1059.410
 1849    42.360    94.838    94.838   172.076    10.148   147.614     0.580   302.199     9.790     0.150     0.485     0.056  1048.106
 1850    42.093    95.034    95.034   172.125    11.418   158.541     0.594   215.603    10.407     0.242     0.447     0.122  1084.136
 1851    40.310    95.976    95.976   172.066    11.014   116.876     0.627   232.085    11.426     0.102     0.460     0.073  1034.306
 1852    41.387    95.112    95.112   171.772    12.307   140.823     0.604   263.800    10.172     0.334     0.276     0.011  1024.639
 1853    40.364    95.631    95.631   171.715    11.147   154.604     0.635   218.033     9.881     0.017     0.204     0.054  1001.546
 1855    41.947    94.891    94.891   171.877    14.229   179.886     0.602   245.652     9.935     0.152     0.275     0.153  1049.068
 1856    39.774    96.416    96.416   172.229    16.579   130.842     0.642   238.408     9.744     0.062     0.279     0.078  1006.412
 1857    40.609    95.845    95.845   172.104    12.082   167.469     0.641   206.789     9.606     0.143     0.255     0.029  1038.804
 1858    41.107    96.257    96.257   172.870    11.586   170.412     0.631   271.581    10.081     0.205     0.212     0.273  1048.511
 1860    40.836    95.310    95.310   171.649    14.666   151.770     0.622   239.076     9.946     0.107     0.257     0.075  1027.381
 1862    41.810    94.841    94.841   171.736    14.594   146.462     0.589   223.518    10.287     0.089     0.420     0.124  1072.282
 1864    41.776    94.957    94.957   171.842    12.348   161.811     0.603   227.125    10.232     0.209     0.365     0.092  1062.005
 1866    40.913    95.400    95.400   171.797    12.205   144.444     0.620   232.660    10.791     0.137     0.357     0.072  1039.464
 1867    40.638    95.124    95.124   171.321    15.208   130.096     0.612   230.119     9.837     0.107     0.217     0.090  1019.159
 1868    42.234    94.829    94.829   171.988    14.829   149.021     0.574   261.339    10.657     0.132     0.300     0.073  1034.064
 1869    40.740    95.606    95.606   171.919    11.458   115.092     0.606   241.993    10.422     0.107     0.421     0.342  1023.005
 1871    42.549    94.815    94.815   172.170    16.161   207.415     0.601   239.543     9.743     0.142     0.254     0.193  1097.673
 1873    43.460    94.998    94.998   172.944    14.209   245.161     0.597   316.089    10.528     0.204     0.097     0.177  1068.526
 1875    41.625    95.138    95.138   171.949    15.632   167.020     0.610   258.318    10.481     0.188     0.117     0.162  1064.979
 1876    41.657    95.241    95.241   172.083    12.364   199.675     0.620   216.146    10.786     0.038     0.026     0.293  1052.947
 1877    42.563    94.524    94.524   171.858    18.341   225.127     0.598   270.585     9.879     0.137     0.116     0.195  1019.468
 1878    40.669    95.238    95.238   171.466    18.210   140.665     0.611   238.312    10.734     0.120     0.161     0.263  1003.645
 1879    41.969    94.961    94.961   171.968    12.486   198.779     0.608   267.727    10.037     0.192     0.288     0.154  1000.273
 1880    42.197    94.583    94.583   171.694    19.353   158.513     0.581   295.379     9.477     0.235     0.216     0.026  1029.832
 1881    43.109    94.117    94.117   171.755    19.878   242.640     0.581   242.413    10.093     0.039     0.038     0.196  1036.694
 1883    42.651    94.481    94.481   171.866    15.578   199.635     0.591   243.038     9.785     0.169     0.124     0.141  1077.901
 1884    40.679    94.664    94.664   170.835    18.386   106.213     0.588   231.996     9.623     0.072     0.168     0.172  1007.015
 1885    40.295    95.176    95.176   171.166    17.899   126.571     0.618   217.309    10.081     0.164     0.222     0.120  1025.879
 1886    41.635    94.482    94.482   171.230    19.419   133.979     0.565   222.655     9.003     0.091     0.211     0.345  1015.267
 1887    42.480    94.659    94.659   171.954    15.913   148.077     0.569   238.915     9.765     0.223     0.070     0.258  1099.612
 1889    42.031    94.700    94.700   171.718    14.794   187.595     0.598   255.980     9.909     0.158     0.218     0.153  1018.191
 1891    42.200    94.530    94.530   171.637    15.747   173.321     0.582   260.746     9.786     0.136     0.148     0.189  1020.317
 1892    41.557    94.689    94.689   171.409    19.759   152.729     0.594   269.922     9.879     0.039     0.171     0.135  1031.105
 1893    40.824    95.224    95.224   171.546    14.828   151.096     0.623   214.497    10.732     0.182     0.220     0.097  1045.828
 1894    41.426    94.646    94.646   171.281    19.722   152.962     0.593   241.754     9.433     0.088     0.103     0.201  1034.100
 1895    41.089    94.306    94.306   170.694    18.905   143.752     0.592   214.614     9.372     0.171     0.126     0.112  1007.632
 1896    42.768    94.122    94.122   171.546    15.648   215.607     0.591   237.069     9.735     0.226     0.146     0.035  1038.008
 1897    40.688    95.892    95.892   172.206    18.338   164.362     0.643   200.522     9.446     0.087     0.129     0.105  1156.454
 1898    41.377    94.843    94.843   171.468    18.866   110.965     0.578   294.885    10.144     0.179     0.084     0.164  1019.435
 1900    42.337    94.795    94.795   172.015    18.230   195.685     0.597   286.941     9.552     0.107     0.277     0.107  1039.287
 1901    41.898    94.449    94.449   171.358    19.714   158.062     0.583   272.485    10.176     0.186     0.012     0.122  1013.753
 1903    41.708    95.149    95.149   172.012    17.369   185.226     0.617   263.998     9.811     0.148     0.141     0.140  1067.804
 1904    41.576    94.148    94.148   170.825    16.006   163.482     0.592   221.585     9.293     0.060     0.034     0.016  1011.039
 1905    40.376    95.736    95.736   171.840    16.345   123.922     0.619   213.278     9.088     0.382     0.074     0.009  1036.689
 1906    42.231    94.420    94.420   171.535    16.827   162.807     0.573   245.490     9.070     0.252     0.204     0.086  1020.786
 1907    41.152    94.308    94.308   170.736    15.954   106.079     0.567   209.107     9.186     0.118     0.111     0.206  1000.401
 1909    41.661    94.883    94.883   171.689    15.438   140.628     0.587   253.242     9.990     0.207     0.106     0.248  1041.794
 1910    41.404    94.685    94.685   171.310    14.781   112.911     0.587   212.540    10.066     0.110     0.363     0.000  1093.706
 1912    41.667    94.804    94.804   171.606    16.857   168.158     0.603   248.609     9.798     0.168     0.161     0.126  1050.592
 1914    42.171    94.535    94.535   171.624    18.248   138.529     0.566   289.694     9.468     0.197     0.091     0.142  1025.181
 1915    42.496    94.561    94.561   171.857    18.904   228.586     0.588   218.614    10.627     0.102     0.062     0.359  1014.640
 1916    42.364    94.319    94.319   171.508    18.155   133.528     0.544   219.228     9.997     0.128     0.254     0.152  1024.076
 1918    41.269    94.891    94.891   171.453    14.502   123.579     0.593   260.437    10.047     0.102     0.200     0.103  1038.576
 1919    42.358    94.506    94.506   171.709    18.777   161.531     0.567   232.291    10.022     0.290     0.022     0.301  1054.756
 1921    42.501    94.836    94.836   172.162    14.474   169.092     0.585   283.207    10.010     0.191     0.234     0.127  1071.300
 1922    41.427    94.673    94.673   171.311    12.712   140.704     0.588   211.028    10.096     0.108     0.405     0.163  1010.788
 1924    43.232    94.229    94.229   171.956    15.623   188.733     0.559   232.644     9.870     0.115     0.140     0.127  1065.567
 1925    42.273    95.190    95.190   172.411    14.209   178.833     0.594   243.341    10.653     0.275     0.261     0.231  1067.526
 1926    41.138    95.808    95.808   172.389    13.202   204.862     0.635   203.121     9.763     0.026     0.336     0.250  1029.097
 1927    42.723    94.683    94.683   172.134    11.367   113.286     0.544   323.291     9.663     0.055     0.435     0.156  1031.538
 1928    42.904    94.483    94.483   172.027    11.965   185.841     0.570   232.949    10.202     0.127     0.158     0.194  1044.504
 1929    41.743    95.219    95.219   172.112    12.759   126.343     0.581   280.857     9.894     0.207     0.536     0.207  1023.468
 1930    41.256    95.095    95.095   171.672    13.342   141.104     0.608   215.202    10.133     0.058     0.220     0.159  1092.215
